○　	日,か　
こっけ○	滑稽,こっけい	国警,こっけい	国憲,こっけん	国権,こっけん
こっこ○	国交,こっこう	刻々,こっこく
こっせ○	骨折,こっせつ
こっそ○	こっそり,こっそり
こって○	こってり,こってり
こっと○	骨董,こっとう
こつ○	小粒,こつぶ	こつり,こつり	こつん,こつん
こつ○い	骨髄,こつずい
こつ○き	乞食,こつじき
こつ○く	骨肉,こつにく	骨膜,こつまく
こつ○つ	こつこつ,こつこつ
こつ○ん	忽然,こつぜん	忽然,こつねん	骨盤,こつばん
こつこ○	こつこつ,こつこつ
こつじ○	乞食,こつじき
こつず○	骨髄,こつずい
こつぜ○	忽然,こつぜん
こつに○	骨肉,こつにく
こつね○	忽然,こつねん
こつば○	骨盤,こつばん
こつま○	骨膜,こつまく
こづ○	こづく,こづく
こづ○い	小遣い,こづかい	小使,こづかい
こづ○いせん	小使い銭,こづかいせん
こづ○み	小包み,こづつみ
こづか○	小遣い,こづかい	小使,こづかい
こづか○せん	小使い銭,こづかいせん
こづかい○ん	小使い銭,こづかいせん
こづかいせ○	小使い銭,こづかいせん
こづつ○	小包み,こづつみ
こて○	固定,こてい	個展,こてん	古典,こてん
こて○き	小手先,こてさき
こて○しさんぜい	固定資産税,こていしさんぜい
こて○て	こてこて,こてこて
こて○らべ	小手調べ,こてしらべ
こてい○さんぜい	固定資産税,こていしさんぜい
こていし○んぜい	固定資産税,こていしさんぜい
こていしさ○ぜい	固定資産税,こていしさんぜい
こていしさん○い	固定資産税,こていしさんぜい
こていしさんぜ○	固定資産税,こていしさんぜい
こてこ○	こてこて,こてこて
こてさ○	小手先,こてさき
こてし○べ	小手調べ,こてしらべ
こてしら○	小手調べ,こてしらべ
こと○	孤島,ことう	ことし,ことし	ことに,ことに	言葉,ことば	ことり,ことり	ことん,ことん
こと○かる	ことづかる,ことづかる
こと○き	ことぶき,ことぶき
こと○け	言づけ,ことづけ
こと○ける	ことづける,ことづける
こと○ざ	ことわざ,ことわざ
こと○て	言づて,ことづて
こと○と	ことこと,ことこと
こと○とく	ことごとく,ことごとく
こと○とに	事ごとに,ことごとに
こと○ら	事柄,ことがら	ことさら,ことさら
こと○り	ことわり,ことわり	断り,ことわり
こと○る	異なる,ことなる	ことわる,ことわる
こと○れる	こときれる,こときれる
ことが○	事柄,ことがら
ことき○る	こときれる,こときれる
こときれ○	こときれる,こときれる
ことこ○	ことこと,ことこと
ことご○く	ことごとく,ことごとく
ことご○に	事ごとに,ことごとに
ことごと○	ことごとく,ことごとく	事ごとに,ことごとに
ことさ○	ことさら,ことさら
ことづ○	言づけ,ことづけ	言づて,ことづて
ことづ○る	ことづかる,ことづかる	ことづける,ことづける
ことづか○	ことづかる,ことづかる
ことづけ○	ことづける,ことづける
ことな○	異なる,ことなる
ことぶ○	ことぶき,ことぶき
ことわ○	ことわざ,ことわざ	ことわり,ことわり	断り,ことわり	ことわる,ことわる
こど○	鼓動,こどう	孤独,こどく	子供,こども
こど○ぐ	小道具,こどうぐ
こどう○	小道具,こどうぐ
こな○	こなす,こなす	こなた,こなた	こなれ,こなれ
こな○き	粉挽き,こなひき	粉雪,こなゆき
こな○じん	粉微塵,こなみじん
こな○すり	粉薬,こなぐすり
こな○だ	こないだ,こないだ
こな○な	こなごな,こなごな
こな○る	こなれる,こなれる
こない○	こないだ,こないだ
こなぐ○り	粉薬,こなぐすり
こなぐす○	粉薬,こなぐすり
こなご○	こなごな,こなごな
こなひ○	粉挽き,こなひき
こなみ○ん	粉微塵,こなみじん
こなみじ○	粉微塵,こなみじん
こなゆ○	粉雪,こなゆき
こなれ○	こなれる,こなれる
こに○ず	小人数,こにんず
こに○つ	小荷物,こにもつ
こに○らしい	小憎らしい,こにくらしい
こにく○しい	小憎らしい,こにくらしい
こにくら○い	小憎らしい,こにくらしい
こにくらし○	小憎らしい,こにくらしい
こにも○	小荷物,こにもつ
こにん○	小人数,こにんず
こね○	こねこ,こねこ	こねる,こねる
こね○る	こねくる,こねくる
こね○わす	こねまわす,こねまわす
こねく○	こねくる,こねくる
こねま○す	こねまわす,こねまわす
こねまわ○	こねまわす,こねまわす
この○	木の葉,このは	好み,このみ	木の実,このみ	好む,このむ	木の芽,このめ	この世,このよ
この○いだ	この間,このあいだ
この○がくれ	木の間隠れ,このまがくれ
この○ころ	このところ,このところ
この○しい	好ましい,このましい	好もしい,このもしい
この○た	このかた,このかた
この○ど	このほど,このほど
この○び	このたび,このたび
この○ま	このまま,このまま
この○ろ	このごろ,このごろ
このあ○だ	この間,このあいだ
このあい○	この間,このあいだ
このか○	このかた,このかた
このご○	このごろ,このごろ
このた○	このたび,このたび
このと○ろ	このところ,このところ
このとこ○	このところ,このところ
このほ○	このほど,このほど
このま○	このまま,このまま
このま○い	好ましい,このましい
このま○くれ	木の間隠れ,このまがくれ
このまが○れ	木の間隠れ,このまがくれ
このまがく○	木の間隠れ,このまがくれ
このまし○	好ましい,このましい
このも○い	好もしい,このもしい
このもし○	好もしい,このもしい
こは○	こはぜ,こはぜ	小春,こはる	湖畔,こはん
こば○	小鼻,こばな	こばむ,こばむ	小判,こばん
こば○し	小話,こばなし
こば○と	コバルト,こばると
こばな○	小話,こばなし
こばる○	コバルト,こばると
こび○	木挽き,こびき	小人,こびと	こびる,こびる
こび○つく	こびりつく,こびりつく
こびり○く	こびりつく,こびりつく
こびりつ○	こびりつく,こびりつく
こぴ○	コピー,こぴい
こふ○	古風,こふう	古墳,こふん
こぶ○	こぶし,こぶし	古物,こぶつ	小舟,こぶね	小降り,こぶり	古文,こぶん	子分,こぶん
こぶ○しゃ	子福者,こぶくしゃ
こぶ○り	小ぶとり,こぶとり
こぶく○	子福者,こぶくしゃ
こぶと○	小ぶとり,こぶとり
こべ○	個別,こべつ	戸別,こべつ
こほ○	古本,こほん
こぼ○	古木,こぼく	こぼす,こぼす
こぼ○のう	子煩悩,こぼんのう
こぼ○る	こぼれる,こぼれる
こぼれ○	こぼれる,こぼれる
こぼん○う	子煩悩,こぼんのう
こぼんの○	子煩悩,こぼんのう
こま○	鼓膜,こまく	小また,こまた	小まめ,こまめ	困る,こまる
こま○い	こまかい,こまかい
こま○か	こまやか,こまやか
こま○かい	小間使,こまづかい
こま○きる	困り切る,こまりきる
こま○く	こまぬく,こまぬく
こま○くれる	こましゃくれる,こましゃくれる
こま○な	こまかな,こまかな
こま○ぬ	こまいぬ,こまいぬ
こま○ぬく	困り抜く,こまりぬく
こま○の	小間物,こまもの
こま○のや	小間物屋,こまものや
こま○はてる	困り果てる,こまりはてる
こま○ま	こまごま,こまごま
こま○み	細編,こまあみ
こま○れ	細切れ,こまぎれ
こま○わし	こま回し,こままわし
こまあ○	細編,こまあみ
こまい○	こまいぬ,こまいぬ
こまか○	こまかい,こまかい	こまかな,こまかな
こまぎ○	細切れ,こまぎれ
こまご○	こまごま,こまごま
こましゃ○れる	こましゃくれる,こましゃくれる
こましゃく○る	こましゃくれる,こましゃくれる
こましゃくれ○	こましゃくれる,こましゃくれる
こまづ○い	小間使,こまづかい
こまづか○	小間使,こまづかい
こまぬ○	こまぬく,こまぬく
こまま○し	こま回し,こままわし
こままわ○	こま回し,こままわし
こまも○	小間物,こまもの
こまも○や	小間物屋,こまものや
こまもの○	小間物屋,こまものや
こまや○	こまやか,こまやか
こまり○く	困り抜く,こまりぬく
こまり○てる	困り果てる,こまりはてる
こまり○る	困り切る,こまりきる
こまりき○	困り切る,こまりきる
こまりぬ○	困り抜く,こまりぬく
こまりは○る	困り果てる,こまりはてる
こまりはて○	困り果てる,こまりはてる
こみ○	小みち,こみち	小耳,こみみ
こみ○う	こみあう,こみあう
こみ○げる	こみあげる,こみあげる
こみ○ふぉるむ	コミンフォルム,こみんふぉるむ
こみ○る	こみいる,こみいる
こみあ○	こみあう,こみあう
こみあ○る	こみあげる,こみあげる
こみあげ○	こみあげる,こみあげる
こみい○	こみいる,こみいる
こみゅ○け	コミュニケ,こみゅにけ
こみゅに○	コミュニケ,こみゅにけ
こみん○るむ	コミンフォルム,こみんふぉるむ
こみんふぉ○む	コミンフォルム,こみんふぉるむ
こみんふぉる○	コミンフォルム,こみんふぉるむ
こむ○	こむぎ,こむぎ
こむ○う	虚無僧,こむそう
こむ○かしい	こむずかしい,こむずかしい
こむ○がえり	腓返り,こむらがえり
こむ○こ	小麦粉,こむぎこ
こむ○び	小結,こむすび
こむぎ○	小麦粉,こむぎこ
こむす○	小結,こむすび
こむず○しい	こむずかしい,こむずかしい
こむずか○い	こむずかしい,こむずかしい
こむずかし○	こむずかしい,こむずかしい
こむそ○	虚無僧,こむそう
こむら○えり	腓返り,こむらがえり
こむらが○り	腓返り,こむらがえり
こむらがえ○	腓返り,こむらがえり
こめ○	米屋,こめや	込める,こめる
こめ○うば	米相場,こめそうば
こめ○か	米糠,こめぬか
こめ○ぎ	米とぎ,こめとぎ
こめ○つ	米びつ,こめびつ
こめ○とぐ	米をとぐ,こめをとぐ
こめ○ぶ	米粒,こめつぶ
こめ○ら	米倉,こめぐら
こめ○わら	米俵,こめだわら
こめぐ○	米倉,こめぐら
こめそ○ば	米相場,こめそうば
こめそう○	米相場,こめそうば
こめだ○ら	米俵,こめだわら
こめだわ○	米俵,こめだわら
こめつ○	米粒,こめつぶ
こめと○	米とぎ,こめとぎ
こめぬ○	米糠,こめぬか
こめび○	米びつ,こめびつ
こめを○ぐ	米をとぐ,こめをとぐ
こめをと○	米をとぐ,こめをとぐ
こも○	子持ち,こもち	小者,こもの	子守り,こもり	こもる,こもる	顧問,こもん
こも○うた	子守り歌,こもりうた
こも○じょ	古文書,こもんじょ
こも○も	こもごも,こもごも
